,Gene1,Gene2,weights_combined
31576,JUN,SMPDL3A,101480.09167062993
37291,MYC,ZFP467,101459.8605955367
15923,GATA2,ZMAT1,101452.44210895707
36345,MYC,PACSIN2,101448.61816116497
41396,SPI1,ATP6AP2,101436.28983251344
40545,SATB1,OTULINL,101432.20945553151
6318,ESR1,1700066M21RIK,101414.71888447822
14244,GATA2,FAR1,101393.82752450943
13671,GATA2,ANAPC4,101387.94653788429
36206,MYC,NARFL,101381.00636588244
15902,GATA2,ZFP62,101352.21747865599
32365,MEIS1,CRYZL2,101300.80456854186
51252,EGR1,GPR4,101291.53259041063
37236,MYC,WDR55,101288.79790111427
8013,ESR1,SERPINA3N,101277.05806650445
35041,MYC,ARMT1,101267.707230919
13591,GATA2,2310057M21RIK,101267.39006748842
15550,GATA2,STRN3,101257.25794621474
28925,IKZF1,PRELID3B,101252.90580861445
13616,GATA2,ABI1,101251.55721971605
36469,MYC,POLA2,101206.30782034404
21956,HCFC1,GBP8,101203.92519430211
14621,GATA2,KLHDC8B,101194.39973795712
15080,GATA2,PLEK,101155.13307374745
15767,GATA2,UBA3,101146.39796845366
37027,MYC,TM7SF3,101116.09497310569
14974,GATA2,OTUD4,101107.33409688625
35781,MYC,HAT1,101106.89599641
33201,MEIS1,PLCB2,101104.68309539468
35196,MYC,CD44,101097.6013394218
14612,GATA2,KIF17,101088.28661019233
685,CBFB,GIMAP1,101079.96206717573
37160,MYC,UBA6,101060.95578738453
46534,TCF12,GUCY1A1,101059.12640688555
15146,GATA2,PRKAR2B,101030.01752432036
36247,MYC,NFAT5,101024.02319446967
42227,SPI1,IMMT,101001.02618656048
31991,JUN,ZFP422,100990.4180333264
42022,SPI1,GM2A,100949.3044671463
15853,GATA2,XAB2,100946.75236758192
36673,MYC,RPN2,100888.31436813544
43612,SPI1,ZFP35,100869.7952667078
15372,GATA2,SETD2,100863.32948323288
43535,SPI1,VAMP5,100860.78173437799
873,CBFB,INTS11,100851.16704083479
36496,MYC,PPOX,100846.99415037762
36861,MYC,SMU1,100836.24378608172
34908,MYC,A430033K04RIK,100822.24712614655
42443,SPI1,MFNG,100800.25017827988
42572,SPI1,NDUFV1,100773.46420084777
23885,HDAC2,CRYZL2,100770.16903781115
42911,SPI1,RAB31,100764.12815041201
35390,MYC,CYP2J6,100764.00516522492
14106,GATA2,DNAJC10,100732.18273040862
42968,SPI1,RGS19,100731.57079634687
15626,GATA2,THUMPD3,100711.63307599438
36439,MYC,PLAA,100696.66674220678
5026,ELF1,INKA1,100695.64181220694
24295,HDAC2,GSTT1,100686.1572569127
37177,MYC,UGCG,100646.15438205992
15042,GATA2,PHF11B,100604.85899443262
30457,JUN,GMPS,100585.86449164384
15833,GATA2,VPS41,100561.42381479903
37014,MYC,TIFA,100535.19257995674
30537,JUN,HCLS1,100533.75648990262
34967,MYC,ALAS1,100508.04671410592
22124,HCFC1,IFI47,100501.47186328033
37230,MYC,WARS,100484.35217309264
43362,SPI1,TMEM123,100478.69962663464
31679,JUN,TBC1D10C,100461.30081418794
37326,MYC,ZYX,100454.56143058414
13930,GATA2,CHRNB1,100447.94255436597
15747,GATA2,TUBA8,100419.16102084426
15096,GATA2,PMPCA,100409.81753762373
14552,GATA2,INO80D,100408.30034822618
36906,MYC,SRSF1,100397.85035434295
32369,MEIS1,CSF3R,100396.3240424242
14124,GATA2,DRAM2,100390.54472577178
36563,MYC,PTPN22,100374.52486588655
36274,MYC,NPM1,100365.51724977592
15667,GATA2,TMEM37,100362.53680862604
171,CBFB,B230219D22RIK,100352.01027498413
13676,GATA2,ANKRD27,100314.35477899614
35634,MYC,FTSJ1,100296.63427346415
33303,MEIS1,QARS,100287.49359338607
41641,SPI1,CORO1A,100274.85969634735
30941,JUN,NAPSA,100273.69128903226
35375,MYC,CTSS,100261.86815574433
41644,SPI1,COX4I1,100250.54352862146
36177,MYC,MYCN,100246.27226806268
13735,GATA2,ASB8,100217.22461419899
34951,MYC,ADO,100161.30133399338
43252,SPI1,STAP1,100122.13039853668
13929,GATA2,CHP1,100100.76155084107
15424,GATA2,SLC25A45,100099.50724079457
37286,MYC,ZFP39,100095.8355109861
15115,GATA2,PPAT,100084.76346461943
21432,HCFC1,ATP5B,100083.54492080324
41483,SPI1,CAVIN2,100072.26740189106
36691,MYC,RUVBL2,100059.7093662511
35227,MYC,CDK19,100051.38518080139
14604,GATA2,KCTD20,100048.7264610085
37251,MYC,XPNPEP1,100046.75835522712
36476,MYC,POMGNT1,100028.6816142464
15419,GATA2,SLC23A2,100025.48041553624
79,CBFB,ANGPT1,100022.30796516954
23878,HDAC2,CRIP1,99995.6856394567
31493,JUN,SIGIRR,99967.98410585478
14542,GATA2,IL31RA,99944.40091283093
35120,MYC,BUB3,99928.64786841096
43074,SPI1,SERPINB1A,99927.91508751683
31286,JUN,PTPRC,99895.09678665316
14963,GATA2,ODC1,99876.32267174513
42263,SPI1,ITIH5,99847.82026209646
15417,GATA2,SLC22A18,99844.51427026694
35484,MYC,EFTUD2,99824.31534371848
35730,MYC,GPR4,99775.43638285113
14021,GATA2,CSGALNACT2,99750.18564826819
35456,MYC,DPY19L1,99725.28624095455
41467,SPI1,CAPG,99723.10760291167
43168,SPI1,SLC44A2,99690.13437023622
41653,SPI1,CPQ,99683.40392660389
35633,MYC,FSTL1,99678.63526404173
22249,HCFC1,LGALS9,99677.22996596442
35903,MYC,INPP1,99673.97426693443
36901,MYC,SQLE,99657.98882377606
42324,SPI1,LAPTM5,99646.87450744427
28994,IKZF1,RAB38,99622.5281573214
5408,ELF1,OASL2,99620.82055712183
30187,JUN,DEF8,99619.48378738387
32672,MEIS1,GSTT1,99617.19796022473
31826,JUN,TSPAN14,99614.57168450268
14433,GATA2,HARS,99606.06767717881
30065,JUN,CNIH1,99605.93881476426
14069,GATA2,DCAF13,99601.2306971193
35462,MYC,DUSP1,99590.75291535704
29988,JUN,CD9,99563.29243825637
36342,MYC,PA2G4,99526.20288943534
41440,SPI1,BTNL9,99525.9641669824
15825,GATA2,VLDLR,99521.85615477657
15681,GATA2,TMX4,99515.46443112654
41648,SPI1,COX7A2,99500.34943951409
31889,JUN,UQCR11,99498.75310409183
35040,MYC,ARMC8,99487.00814103293
37142,MYC,TUBGCP3,99472.28704459721
43141,SPI1,SLC28A2,99463.87943158452
13648,GATA2,AFG3L2,99453.84551123819
35241,MYC,CEPT1,99451.94131382232
7259,ESR1,ISLR,99449.46969322178
16644,GFI1,GM3604,99427.94274245451
41954,SPI1,FNTA,99424.47281142698
14217,GATA2,F11R,99384.12990733724
35074,MYC,ATP8A1,99332.34778247202
13865,GATA2,CD200,99328.63983174789
339,CBFB,CNIH1,99327.8397085694
337,CBFB,CMAH,99311.1436084436
28255,IKZF1,HACD4,99308.41042977793
13594,GATA2,4931406C07RIK,99306.21246768322
13917,GATA2,CEPT1,99295.5395660302
14197,GATA2,ERGIC1,99293.7294539272
15600,GATA2,TCN2,99284.61129586473
36567,MYC,PTPRS,99282.94257999578
24486,HDAC2,JPT2,99269.55120299624
29035,IKZF1,RETREG2,99237.78078332148
15785,GATA2,UGCG,99227.3862165584
15864,GATA2,YBX3,99211.12525098571
30609,JUN,IFI44,99209.74189098849
42213,SPI1,IL17RA,99207.46905002526
15547,GATA2,STK38,99202.55538414117
35593,MYC,FCHO2,99193.31064881918
30852,JUN,MFSD14B,99192.78693482219
36256,MYC,NGLY1,99156.46006758366
30166,JUN,DAPP1,99143.79539905659
36559,MYC,PTGR1,99114.16937828736
42018,SPI1,GLRX5,99097.06600996295
34901,MYC,4833439L19RIK,99083.81822263694
21286,HCFC1,5430427O19RIK,99080.40910807562
14156,GATA2,EIF2S1,99056.95777784724
30560,JUN,HK3,99054.83367640199
36859,MYC,SMPD4,99051.05455675356
35732,MYC,GPRASP1,99011.19688061006
41692,SPI1,CTSD,98998.18026121092
954,CBFB,LARS2,98934.78720703023
41829,SPI1,ELMO1,98915.92965687174
42098,SPI1,H2-Q6,98914.4868127135
36384,MYC,PDIA3,98913.131415078
14976,GATA2,P2RX1,98904.5553517802
41277,SPI1,ADSL,98900.05837113093
31891,JUN,UQCRFS1,98898.37154526259
14000,GATA2,CPT1A,98896.33098351133
35044,MYC,ART4,98888.45273391303
36163,MYC,MTFR1,98877.65452947085
14838,GATA2,NADK,98863.51612966054
1729,CBFB,SPNS2,98841.66169451238
30513,JUN,H2-DMA,98830.09417850128
31776,JUN,TMSB4X,98827.30576157579
13884,GATA2,CD82,98826.44263032255
35193,MYC,CD300A,98797.75465090542
30164,JUN,D630039A03RIK,98796.09793747134
4307,ELF1,ATP5G1,98785.7876053095
967,CBFB,LGALS3BP,98776.06465342733
32384,MEIS1,CTSG,98773.48491054191
37173,MYC,UBR7,98770.53360768191
24555,HDAC2,LIMD2,98747.43403264991
41815,SPI1,EIF1A,98723.55609398334
15601,GATA2,TCP1,98721.40355247779
31482,JUN,SH3BGRL,98704.57225250444
15801,GATA2,USP15,98695.28836665969
166,CBFB,ATP8B4,98680.25388191768
28021,IKZF1,EMILIN1,98678.470339761
37167,MYC,UBE2G2,98674.82597792994
14555,GATA2,INSL6,98656.53995031353
43150,SPI1,SLC35A4,98640.35490996343
36194,MYC,NAA50,98592.9168132215
43537,SPI1,VAV1,98580.38351689144
15769,GATA2,UBA6,98567.0783517287
36796,MYC,SLC22A3,98563.78216414747
13705,GATA2,AQP9,98513.63873507762
6794,ESR1,DDX4,98512.82731710776
15432,GATA2,SLC29A1,98502.86068168418
14777,GATA2,MNS1,98500.44219165444
31418,JUN,SAMSN1,98489.81235202137
14119,GATA2,DPP7,98486.156576634
26626,HNF4A,MCEMP1,98424.56673740945
262,CBFB,CD48,98417.09850072267
15580,GATA2,TARS,98406.24125391193
31964,JUN,YPEL3,98405.7023021598
13839,GATA2,CAT,98396.04904592942
25779,HDAC2,WLS,98393.25439391923
42977,SPI1,RIN3,98389.65649380715
36210,MYC,NBEAL2,98383.56149886902
14107,GATA2,DNAJC11,98379.9683404832
30969,JUN,NDUFB9,98377.61957690067
28025,IKZF1,ENG,98364.15538172974
36016,MYC,LIG1,98354.11930599759
15436,GATA2,SLC30A5,98344.60731234639
7043,ESR1,GK,98339.2172835875
14254,GATA2,FBXW5,98326.28837699686
43025,SPI1,S100A10,98312.93113386224
30620,JUN,IGFBP4,98305.60417754264
15748,GATA2,TUBB4B,98289.44771365552
15383,GATA2,SGSM1,98274.30586303452
15445,GATA2,SLC37A1,98258.43546106912
14215,GATA2,EZR,98253.21542824095
51680,EGR1,NLRC3,98246.4074794685
13807,GATA2,C1RL,98200.95501325034
1587,CBFB,SDHD,98196.48712083285
37250,MYC,XPC,98181.07466265855
14024,GATA2,CST7,98176.06409412429
35635,MYC,FTSJ3,98175.89425824895
6533,ESR1,C330018D20RIK,98169.6947702023
21456,HCFC1,BC005561,98167.41004173395
36092,MYC,ME2,98164.69282971686
43402,SPI1,TNFRSF13B,98127.76330444652
14389,GATA2,GPR65,98113.85932882504
13703,GATA2,APPL2,98111.72625066215
43601,SPI1,ZFAND5,98111.45067813963
24102,HDAC2,FAM107B,98093.51862454275
43329,SPI1,TFEC,98088.24634914743
42358,SPI1,LRPAP1,98085.08057931786
41611,SPI1,CLPTM1L,98067.77493673738
14608,GATA2,KEL,98066.09039531821
32893,MEIS1,LYZ2,98062.29567731913
15680,GATA2,TMX3,98052.72110260722
29984,JUN,CD79B,98022.94675656679
4306,ELF1,ATP5F1,98022.44799844477
50754,EGR1,BGN,97986.23830483375
35909,MYC,INTS4,97984.6908622499
36045,MYC,LYN,97956.21230661034
14589,GATA2,ITSN1,97933.37387722623
36486,MYC,PPFIA4,97925.99100278548
14375,GATA2,GOLT1B,97902.12127780454
224,CBFB,CAR2,97874.32911009046
13665,GATA2,ALKBH8,97850.74714176894
15824,GATA2,VKORC1L1,97850.18382887382
15171,GATA2,PSMC4,97820.0052793722
15321,GATA2,S1PR1,97803.93208476457
30650,JUN,INTS11,97796.27349584467
35461,MYC,DUS1L,97766.49195514542
35508,MYC,ELP3,97763.29349965243
30613,JUN,IFITM3,97758.703246743
36628,MYC,REXO4,97755.68008209002
39895,SATB1,CTLA2A,97715.80848838363
15215,GATA2,RABIF,97710.7826644263
5068,ELF1,JPT1,97704.11194773583
36161,MYC,MTAP,97703.15160149352
31985,JUN,ZFP35,97681.90523754987
36511,MYC,PRDX3,97647.94407270629
41634,SPI1,COMT,97637.61216924977
30779,JUN,LY6E,97575.8072684645
14183,GATA2,ENPP4,97566.32670559984
24941,HDAC2,PHACTR2,97562.86461312835
29808,JUN,ARHGDIB,97541.31032098971
30275,JUN,EMB,97515.2304215099
25640,HDAC2,TRIM30D,97509.73766731874
37314,MYC,ZFR,97500.08384922131
41534,SPI1,CD81,97499.12459201291
13946,GATA2,CLCN3,97492.87821491383
37233,MYC,WDR4,97464.48394609519
7032,ESR1,GDF3,97449.82435350979
2037,CBFB,VSIR,97449.63804682494
363,CBFB,COX6A1,97428.69485339578
30840,JUN,METAP2,97385.63378099649
29813,JUN,ARHGEF6,97370.02555250941
36102,MYC,METAP1D,97358.55219365619
14118,GATA2,DPH6,97333.90380507028
30271,JUN,ELOVL1,97329.58919065457
849,CBFB,IGFBP4,97306.64343874532
14676,GATA2,LRRC14,97302.08038191489
15414,GATA2,SLC19A1,97280.17877655235
1135,CBFB,NAPSA,97254.31742254144
35661,MYC,GBP3,97224.84581915839
9863,FOS,PHETA2,97209.74724209253
41432,SPI1,BPIFC,97205.19177502042
31783,JUN,TNFRSF13B,97183.32247867626
8468,ESR1,VPS50,97170.18652497207
37078,MYC,TNIP3,97158.35485015975
14599,GATA2,KAT7,97157.15124025653
41395,SPI1,ATP6AP1,97156.72918594017
1302,CBFB,PGLYRP2,97141.14380292506
13857,GATA2,CCNG1,97139.8237356024
1450,CBFB,PTPRC,97110.15372211169
105,CBFB,APOE,97091.06463608165
36441,MYC,PLBD2,97084.68102491509
42938,SPI1,RASAL3,97070.90542047967
35313,MYC,COPG1,97032.5557684085
13747,GATA2,ATP10A,97018.77154985885
14340,GATA2,GFI1B,96983.2077290798
25160,HDAC2,RESF1,96973.12772027547
43491,SPI1,UBA7,96966.90181862515
15374,GATA2,SFRP1,96962.98855156402
14673,GATA2,LPIN2,96959.05287213673
14558,GATA2,INTS13,96936.02464098392
14844,GATA2,NAP1L3,96933.06537057486
23736,HDAC2,CD34,96928.4979092964
30678,JUN,ITIH5,96924.8543587075
35700,MYC,GMNN,96909.62709543301
30490,JUN,GRAMD1A,96894.97599654277
4399,ELF1,CCL6,96894.395129439
36552,MYC,PSMF1,96887.49077632657
14835,GATA2,NAA35,96881.96162472891
24320,HDAC2,HACD4,96866.80103388746
36253,MYC,NFKBIA,96862.92144406732
13846,GATA2,CCDC137,96846.0598162128
37290,MYC,ZFP451,96839.63696145061
23641,HDAC2,BIN2,96815.59984059786
5624,ELF1,QARS,96794.83840680784
35438,MYC,DKC1,96790.75800058326
35411,MYC,DDX1,96769.13425447249
6097,ELF1,TREML2,96751.12422336958
21503,HCFC1,CAR1,96750.38140610853
37221,MYC,VPS26B,96744.3667273216
757,CBFB,H2-DMA,96735.24955260204
34952,MYC,ADORA2A,96733.91707251649
14363,GATA2,GNA13,96718.38307082253
31527,JUN,SLC28A2,96709.2570698598
41343,SPI1,ARCN1,96699.24573995006
35837,MYC,HSPA4,96681.39542622658
35627,MYC,FOS,96671.21230937922
35597,MYC,FECH,96649.29468808426
29875,JUN,BCLAF3,96627.51242630655
14378,GATA2,GP5,96612.39762731397
41690,SPI1,CTSB,96600.84376835701
23632,HDAC2,BC005561,96583.70217803433
36312,MYC,OAS1B,96575.17663291002
15783,GATA2,UBXN2B,96529.65822927766
13655,GATA2,AKNA,96524.83627089538
12173,GATA1,GGT5,96524.25801825861
15205,GATA2,RAB27B,96514.8543663937
41826,SPI1,ELANE,96499.19964106716
13847,GATA2,CCDC186,96483.78202709848
25049,HDAC2,PRELID3B,96480.0424272668
36218,MYC,NCL,96479.56468345059
42754,SPI1,PIK3IP1,96474.65431573965
42917,SPI1,RAB44,96453.98769500226
36186,MYC,MYO1F,96450.69657233429
31746,JUN,TMEM147,96445.22074890976
14783,GATA2,MPDZ,96442.23206795388
13593,GATA2,4833439L19RIK,96437.18478441356
14753,GATA2,MFSD1,96435.33711811753
35037,MYC,ARL11,96381.8614361688
29929,JUN,CASP12,96378.98073940675
14006,GATA2,CREBRF,96376.69249031547
701,CBFB,GMPS,96374.33795715842
15320,GATA2,S100A6,96350.66743456057
35839,MYC,HSPA5,96345.63961114128
12232,GATA1,GYPA,96332.08757487305
14110,GATA2,DNM1L,96318.42340444349
778,CBFB,HCLS1,96310.83249535608
7977,ESR1,S1PR3,96285.98636522902
42628,SPI1,NT5C3,96261.91118826407
42676,SPI1,P2RY14,96232.00187759528
35774,MYC,HACD3,96181.87595617722
30833,JUN,MEF2C,96179.79453593181
14184,GATA2,ENPP5,96164.73662497554
36759,MYC,SGTA,96158.60514217366
35841,MYC,HSPA9,96140.63091579209
43193,SPI1,SMYD5,96111.86388312401
36259,MYC,NIF3L1,96111.75597036922
14128,GATA2,DUSP1,96107.9697068239
527,CBFB,ELOVL1,96083.24309550127
53003,IRF8,GM5431,96067.16090589897
41218,SPI1,1700017B05RIK,96054.27742657244
30088,JUN,COQ8A,96035.2371321617
15698,GATA2,TOP3B,96008.69144218665
35871,MYC,IFRD2,95999.91254271349
41525,SPI1,CD52,95998.2611239578
15279,GATA2,RNF115,95982.50865882114
35450,MYC,DOK2,95981.53509224197
35273,MYC,CLCN3,95978.45281996133
2094,CBFB,ZFP422,95949.93916698046
35689,MYC,GK,95949.11997599564
35018,MYC,ARAP1,95932.82698903988
36193,MYC,NAA35,95921.90576707873
15434,GATA2,SLC2A3,95915.21154494994
43341,SPI1,THUMPD1,95911.77534764822
14726,GATA2,MCM6,95873.42874980868
14315,GATA2,GANAB,95867.15719957626
15053,GATA2,PIK3R1,95852.35333669232
35696,MYC,GM5431,95842.63464472134
14314,GATA2,GALNT6,95835.71682918955
43266,SPI1,STT3A,95830.65355667991
30849,JUN,MFNG,95824.58647767412
42396,SPI1,MARCH5,95822.32749715493
36219,MYC,NCLN,95819.57569422269
41421,SPI1,BCLAF3,95818.38938133474
5507,ELF1,PLCB2,95804.99090149185
29168,IKZF1,SIGLECG,95797.82045076649
30720,JUN,KLHL6,95797.11668616644
13688,GATA2,ANXA9,95788.96185889398
22006,HCFC1,GPR171,95785.48146258626
30572,JUN,HOXA9,95785.13426296947
42099,SPI1,H2-Q7,95784.10061427971
42898,SPI1,PTPRE,95781.66475384784
14168,GATA2,ELMO3,95779.83618999293
41796,SPI1,DYNLT3,95758.29067848409
37241,MYC,WDR75,95751.11644492067
42193,SPI1,IFI44,95740.78982757629
36472,MYC,POLE3,95694.39853437286
42027,SPI1,GM973,95681.80296345937
35740,MYC,GRIA3,95669.00908532055
8329,ESR1,TNS2,95654.07861960061
29171,IKZF1,SLA,95642.81841922426
35834,MYC,HSP90AA1,95639.26618295831
13728,GATA2,ARMC8,95627.33612302404
50129,BTAF1,SIGLECG,95617.4839595263
36748,MYC,SF3B3,95612.91993098076
41220,SPI1,2210016F16RIK,95606.46952376123
30099,JUN,CPQ,95596.9636012808
35285,MYC,CLIP3,95587.55098484826
14377,GATA2,GOSR2,95570.70439996723
36423,MYC,PIMREG,95533.66247723656
15657,GATA2,TMEM185A,95529.31216843327
15899,GATA2,ZFP592,95523.72410451362
14358,GATA2,GMFB,95521.66613473675
34933,MYC,ACLY,95516.97993480408
28231,IKZF1,GSTM1,95507.25767861848
14654,GATA2,LDLRAD3,95494.39427977399
35289,MYC,CLTC,95451.69863807524
8967,FOS,CTLA2A,95449.57702758211
37115,MYC,TRPC6,95444.04421467318
36024,MYC,LPCAT1,95441.18064020404
36588,MYC,RABIF,95439.64292121702
1805,CBFB,TBC1D10C,95432.50619962448
37214,MYC,VIM,95420.7255605234
16791,GFI1,IFITM6,95400.03767684019
14915,GATA2,NPDC1,95386.07296546029
930,CBFB,KIT,95381.44061111062
15858,GATA2,XPNPEP1,95368.09201784783
15148,GATA2,PRKCH,95334.8340245195
35208,MYC,CD82,95329.44656145402
15220,GATA2,RAG2,95322.15572895986
263,CBFB,CD53,95315.59696460796
15019,GATA2,PDGFRB,95313.27791773263
41711,SPI1,CYFIP2,95295.7148413472
41281,SPI1,AFF3,95283.62889969215
43070,SPI1,SERP1,95269.65877331278
427,CBFB,DAPP1,95258.88685209095
14782,GATA2,MORF4L2,95234.21131977256
35347,MYC,CSAD,95232.15337256878
36463,MYC,PLXNC1,95209.18326805605
41296,SPI1,ALDH9A1,95197.95790596605
31623,JUN,SSR2,95194.07620345776
14995,GATA2,PARD3B,95180.8918765391
15545,GATA2,STK17B,95145.40316414608
15524,GATA2,SSH2,95139.45457997354
37179,MYC,UMPS,95111.28866018921
35418,MYC,DDX58,95109.45023171141
36263,MYC,NMD3,95107.96035287065
14666,GATA2,LMO4,95107.78137359016
36994,MYC,TES,95049.43818537807
14173,GATA2,ELP3,95037.70524943635
1997,CBFB,UQCR11,95023.07727164902
35453,MYC,DPH6,95022.20347354133
15092,GATA2,PLXDC2,94995.99756268109
14581,GATA2,ITGAM,94973.60775280943
15534,GATA2,ST8SIA4,94963.31790392511
27507,IKZF1,ACAP1,94938.00822726403
7642,ESR1,OTULINL,94927.36708529282
14235,GATA2,FAM171A1,94924.3817166139
1999,CBFB,UQCRFS1,94912.57977749042
35674,MYC,GDF3,94911.91143348583
35054,MYC,ATG12,94907.20943053886
15643,GATA2,TMC6,94900.55733656931
29684,JUN,2210016F16RIK,94883.50008174778
8368,ESR1,TSPO2,94876.43029591795
30123,JUN,CST3,94836.29555001801
15234,GATA2,RASSF2,94813.386543758
42125,SPI1,HDGFL3,94809.0095574931
1888,CBFB,TMSB4X,94807.3249318396
43401,SPI1,TNFAIP8,94793.41835326536
125,CBFB,ARHGEF6,94787.65129963448
35558,MYC,FADS1,94786.21486633371
43009,SPI1,RPS27L,94781.33241161033
1297,CBFB,PECAM1,94776.66365824972
43365,SPI1,TMEM14C,94772.9045042624
15718,GATA2,TRIM39,94754.44899325048
42619,SPI1,NRROS,94749.53042889865
13750,GATA2,ATP13A1,94742.1537504595
14674,GATA2,LPP,94739.17945837323
36949,MYC,SVIP,94737.1035390417
14696,GATA2,MAGED2,94734.07959896268
14035,GATA2,CTSC,94718.88517247143
1377,CBFB,PPFIA4,94712.35444545663
14260,GATA2,FCHSD2,94699.169221142
35014,MYC,APPL1,94685.6002044365
43559,SPI1,VWF,94677.20149997712
31792,JUN,TOMM22,94668.44666369361
41869,SPI1,ETNK1,94647.97966211314
34925,MYC,ABL1,94618.58982813559
36022,MYC,LONP1,94592.5306170356
42430,SPI1,MEMO1,94586.19198286548
42870,SPI1,PSAP,94584.44359523842
27850,IKZF1,COX7B,94582.69750356245
37106,MYC,TRIM35,94578.62963739297
34917,MYC,ABCE1,94571.61080450556
13615,GATA2,ABHD17B,94563.94408295702
42602,SPI1,NMT2,94561.92673905104
15586,GATA2,TBC1D2B,94546.28610140443
15095,GATA2,PML,94538.03920061975
11918,GATA1,D630039A03RIK,94528.19925661529
14289,GATA2,FNDC3A,94513.74163774325
1573,CBFB,SAMSN1,94492.10840692629
13927,GATA2,CHMP7,94491.26169780838
41526,SPI1,CD53,94449.63102694582
2078,CBFB,ZFP101,94441.91050414105
853,CBFB,IKZF2,94439.72758951847
34959,MYC,AGPS,94428.49358980719
14209,GATA2,EXOC3,94411.72942785501
15637,GATA2,TLR7,94394.04140294799
36545,MYC,PSMD3,94379.59412602003
42569,SPI1,NDUFA10,94372.32852933761
36586,MYC,RAB7B,94369.32216318675
1620,CBFB,SH3BGRL,94349.1594665166
35205,MYC,CD74,94339.20337396105
37080,MYC,TNS2,94331.97951187537
7540,ESR1,NDNF,94325.99664043997
14409,GATA2,GTF2F1,94313.32242049555
14324,GATA2,GBP3,94289.46048625796
14195,GATA2,ERCC4,94268.40760565741
1,CBFB,1700017B05RIK,94265.99863957713
32534,MEIS1,FAM107B,94259.04685800863
39705,SATB1,ATP8B4,94255.04669597386
14176,GATA2,EMID1,94250.04360527624
35170,MYC,CCL4,94242.16988872693
14970,GATA2,OSGIN1,94237.50050481141
14057,GATA2,CYP4V3,94218.46803979471
1628,CBFB,SIGIRR,94204.93183134895
14126,GATA2,DTL,94199.34544471478
30642,JUN,IMMT,94194.43305209558
25119,HDAC2,RAB38,94178.56301696775
14601,GATA2,KCNG1,94171.64547195172
15736,GATA2,TSPO2,94166.98124118007
15751,GATA2,TUBGCP3,94160.09380218232
28155,IKZF1,GBP7,94153.83389581795
15639,GATA2,TM6SF1,94146.88223708191
36548,MYC,PSMD7,94141.95161661305
15564,GATA2,SVIP,94141.4519007729
13972,GATA2,CNRIP1,94129.70494919983
8028,ESR1,SGMS2,94123.04983653345
15876,GATA2,ZEB2,94117.97301930399
37327,MYC,ZZZ3,94106.54307407199
37208,MYC,VAV3,94101.63604192674
14003,GATA2,CPXM1,94081.66562550337
31910,JUN,VAMP5,94051.42956487839
1938,CBFB,TSPAN14,94042.93947257918
14287,GATA2,FMNL2,94041.49766066148
531,CBFB,EMB,94017.21944087553
34988,MYC,ANKRD27,94012.48934651939
41726,SPI1,DARS,94007.40777975891
30450,JUN,GM2A,93994.47852321394
29851,JUN,ATP6AP2,93984.59388736343
25162,HDAC2,RETREG2,93957.85589568024
14653,GATA2,LDLR,93956.80544458875
42445,SPI1,MFSD10,93947.52974719129
449,CBFB,DEF8,93944.97318704892
993,CBFB,LY6E,93939.58440199737
7125,ESR1,HASPIN,93939.40679904544
35288,MYC,CLPX,93928.89210807852
14065,GATA2,DACH1,93888.51690002212
15380,GATA2,SGMS2,93879.55646957028
36495,MYC,PPM1M,93862.58566535833
14903,GATA2,NIT1,93860.59160210099
15843,GATA2,WDR55,93859.7503881776
7005,ESR1,GABRE,93835.09404744126
37312,MYC,ZFP954,93833.29382723231
121,CBFB,ARHGDIB,93820.15431160081
35459,MYC,DRAM2,93816.18755779004
14623,GATA2,KLHL22,93810.11876669757
29618,IKZF1,ZBTB38,93795.1139022565
35402,MYC,DCAF11,93793.5933401408
15266,GATA2,RHBDF1,93786.85018870952
29485,IKZF1,TSPAN13,93780.03281388876
810,CBFB,HOXA9,93778.56019783008
41735,SPI1,DDOST,93773.61610220997
271,CBFB,CD9,93772.1667240401
33172,MEIS1,PHACTR2,93740.09073081649
41911,SPI1,FBXO3,93739.12363950908
36280,MYC,NRF1,93734.27155877497
1859,CBFB,TMEM147,93708.9626688593
1045,CBFB,METAP2,93697.52748430925
23162,HCFC1,TMEM176B,93671.35434834658
36527,MYC,PRODH,93657.24892329193
30971,JUN,NDUFV1,93655.20674249342
855,CBFB,IL17RA,93653.7869900519
24051,HDAC2,EMILIN1,93646.31413834608
22324,HCFC1,MESD,93626.31866656026
35891,MYC,IL27RA,93616.94701721884
29273,IKZF1,SPNS3,93616.46534402091
11878,GATA1,CSRP3,93608.35718381558
5162,ELF1,LYZ2,93605.86238416622
27900,IKZF1,CYBC1,93592.9315204634
14279,GATA2,FKBP4,93590.8473445596
37147,MYC,TXNDC11,93575.49011332885
14338,GATA2,GEMIN5,93553.44336832315
29920,JUN,CAPG,93545.74195421005
31355,JUN,RGS19,93545.35347507182
7373,ESR1,MAGEE1,93537.46731910191
29463,IKZF1,TREM3,93530.81800471064
15832,GATA2,VPS35,93527.07281399258
30091,JUN,COX4I1,93519.77428203683
37293,MYC,ZFP592,93505.88270051652
3,CBFB,2210016F16RIK,93464.16569097548
35312,MYC,COPB2,93441.79740744426
27479,IKZF1,5430427O19RIK,93433.35796797271
13953,GATA2,CLEC2I,93412.23209177262
15444,GATA2,SLC35F6,93402.50555578343
14104,GATA2,DLST,93375.0158865012
