,Gene1,Gene2,weights_combined
13543,GATA1,ARID2,356579.47558121296
13863,GATA1,DCK,356530.9969708218
14437,GATA1,MBOAT2,356529.72644213017
40809,MYC,TALDO1,356465.8031626302
14859,GATA1,PTDSS1,356419.587486172
26516,HDAC2,LY6A,356344.5572683109
14295,GATA1,INTS8,356217.9307603927
14384,GATA1,LHFPL2,356121.7676200427
13788,GATA1,CORO2B,356014.3682415759
14338,GATA1,KIDINS220,356007.4994458366
13438,GATA1,ABCB8,356003.52904367517
39097,MYC,CHCHD2,355968.7652663376
14183,GATA1,HAGH,355833.9531673603
38850,MYC,AP1M1,355780.9230183861
35795,JUN,WLS,355672.0690751103
14880,GATA1,RAB27B,355642.77830328717
14265,GATA1,IFRD2,355459.3060194073
49876,SATB1,SERPINB6B,355386.4529419381
13866,GATA1,DDHD2,355317.4832542008
15694,GATA2,ATP5F1,355310.59419111034
14574,GATA1,NDRG3,355296.59893883165
14062,GATA1,FLVCR1,355028.59679293475
18974,GFI1,MS4A2,355008.4859279514
14665,GATA1,OTUB2,354829.95757279824
14027,GATA1,FBXO30,354749.2790008778
39690,MYC,HSPE1,354717.97526542295
14919,GATA1,RDH11,354551.9103094329
14631,GATA1,NT5DC1,354533.0508991661
40582,MYC,SEPT6,354530.1330174714
52975,SPI1,BPIFC,354497.1412926735
39079,MYC,CELA1,354480.9084983085
41004,MYC,UBA2,354372.5298232499
39877,MYC,LRPAP1,354291.4510294484
14323,GATA1,JAM3,354089.9937219715
14070,GATA1,FOXRED1,354008.75929374853
14831,GATA1,PRODH,353830.2500125704
14664,GATA1,OSTM1,353822.11068813945
8661,ESR1,CRYZL2,353691.62940374017
54411,SPI1,PRTN3,353579.1191631482
39724,MYC,IGTP,353523.2413737434
14994,GATA1,SBF2,353380.1255195285
14888,GATA1,RABGGTB,353366.3085200067
34981,JUN,PHACTR2,353321.8395551333
14630,GATA1,NT5C3,353221.6667692656
15099,GATA1,SLC39A8,353206.7380571387
14903,GATA1,RARS,353135.90608257864
14482,GATA1,MKI67,353087.1495440362
52943,SPI1,ATPIF1,353027.5727882754
15018,GATA1,SEPSECS,352986.85718543833
15212,GATA1,TAB3,352896.3320161577
66359,BTAF1,SIGLECG,352855.3872369982
39099,MYC,CHIL5,352823.9036784165
40549,MYC,SARAF,352746.6113860891
9410,ESR1,MS4A2,352702.0990143722
38866,MYC,ARCN1,352670.56360823225
39961,MYC,MFSD10,352597.71979316097
34537,JUN,JPT1,352590.8742564767
13651,GATA1,CCDC136,352561.23007373256
14299,GATA1,IRAK2,352468.24325511174
24548,HCFC1,PIRB,352395.943992278
14996,GATA1,SCARB1,352325.11025719205
15213,GATA1,TACC3,352235.6173924732
14024,GATA1,FASTKD3,352218.62407122226
14855,GATA1,PSMF1,352105.507313643
13522,GATA1,APOE,352086.4890872898
15306,GATA1,TMX3,352056.11551075475
15204,GATA1,SUPV3L1,352001.4827770134
24774,HCFC1,RPL41,351893.9368233626
14391,GATA1,LONP1,351883.2839046675
24499,HCFC1,PCLAF,351881.0621028034
13718,GATA1,CENPK,351841.1579377347
15500,GATA1,ZFP445,351580.7392599662
14668,GATA1,P2RX1,351462.22275544726
15695,GATA2,ATP5G1,351410.5321716726
39216,MYC,CTSE,351388.81961974275
13938,GATA1,EIF1AD,351265.8863685643
14387,GATA1,LLGL1,351245.5976135194
13617,GATA1,C1RL,351238.2920735423
15121,GATA1,SMIM15,351074.55268840474
14370,GATA1,LAX1,351071.7734068918
40847,MYC,TFR2,351071.4419507341
15108,GATA1,SLC6A6,351050.29353119846
15090,GATA1,SLC35D3,351002.84722536925
14307,GATA1,ISG20,350939.042862635
53980,SPI1,METTL27,350814.9787573387
15143,GATA1,SP4,350764.98043187766
14345,GATA1,KIF3B,350699.86583643017
36711,MEIS1,LGALS9,350667.4495573007
14835,GATA1,PRR5,350662.4249440478
39296,MYC,DOCK2,350595.1106569082
54970,SPI1,TREM3,350580.8246121857
15353,GATA1,TSPAN13,350363.3345492269
15066,GATA1,SLC20A1,350324.98046434746
34173,JUN,FAM107B,350283.35115071665
14371,GATA1,LBP,350230.44518888363
33051,IRF1,SERPINA3G,350150.68647106
18614,GFI1,GPR4,350135.2502969562
15014,GATA1,SELL,350105.6157449282
14699,GATA1,PDE1C,350003.57640937925
15088,GATA1,SLC35A4,349946.68054640584
9075,ESR1,HDGFL3,349938.2916125145
54276,SPI1,PGLYRP2,349891.30061331834
15314,GATA1,TNFSF14,349860.8404516757
14939,GATA1,RMND5A,349810.6545683551
40385,MYC,PSAP,349773.62519025337
15228,GATA1,TBC1D8,349753.67929733853
41076,MYC,VWF,349698.2658672099
15220,GATA1,TASP1,349672.68309324526
15252,GATA1,TFRC,349608.28317018674
15128,GATA1,SNAP23,349592.16333741136
34737,JUN,MS4A2,349478.12460180663
15487,GATA1,ZDHHC6,349049.6078820512
17011,GATA2,PLAC8,348947.86288720526
54539,SPI1,ROBO4,348921.0392426186
14423,GATA1,MANEA,348901.9486256674
14335,GATA1,KDM7A,348899.40756828414
15298,GATA1,TMEM68,348828.6550017674
55654,STAT3,CTLA2A,348497.3741549001
14002,GATA1,FADS1,348465.76024421223
15423,GATA1,USP32,348424.46806173323
14369,GATA1,LARS2,348305.1971808038
31622,IRF1,5430427O19RIK,348249.5255869331
15299,GATA1,TMEM71,348143.84003696305
15174,GATA1,ST6GALNAC3,347982.3637810575
39722,MYC,IGFBP4,347974.4014933177
15315,GATA1,TNIP3,347953.9754056032
15087,GATA1,SLC31A1,347889.1784423286
13951,GATA1,ELMO3,347828.9474415396
13898,GATA1,DOCK10,347825.8108238321
14281,GATA1,IL27RA,347587.03083784337
14156,GATA1,GRIA3,347472.2862153779
14730,GATA1,PICALM,347462.3602099744
15079,GATA1,SLC26A2,347460.5735290016
53621,SPI1,GSTM1,347371.0242487911
15324,GATA1,TOPORS,347218.89514943515
16534,GATA2,JPT1,347216.2074507396
13595,GATA1,BIN2,347087.95128615096
13870,GATA1,DDX11,347077.7076485745
323,CBFB,CLCA3A1,347076.32485232054
13770,GATA1,CNP,347063.0171605772
13564,GATA1,ATP10A,346977.21676986857
15413,GATA1,UQCRFS1,346959.78670437983
13811,GATA1,CSF1R,346811.4524796286
15499,GATA1,ZFP422,346686.14658741374
15094,GATA1,SLC37A1,346667.2077691037
40973,MYC,TSPO2,346629.7962845524
14867,GATA1,PTPN7,346589.82463097735
15286,GATA1,TMEM18,346518.39709609305
13989,GATA1,EXOC3,346496.04373192426
15424,GATA1,USP37,346491.31895335217
39530,MYC,GIMAP1,346423.4716727623
39006,MYC,CAVIN2,346390.3199255907
57015,STAT3,SERPINA3G,346333.6958328405
14017,GATA1,FAM45A,346304.03508339723
13518,GATA1,AP5M1,346257.0652258274
14308,GATA1,ISYNA1,346254.40505637927
14744,GATA1,PKD2,346161.4182377585
15376,GATA1,TWSG1,346072.4018212991
14597,GATA1,NFIA,346058.38630166923
24079,HCFC1,IL1RL1,346045.7126355115
14518,GATA1,MTURN,346026.9804205723
39473,MYC,FNTA,345978.6504261682
14503,GATA1,MRPL20,345965.6774111997
15318,GATA1,TOLLIP,345932.48484913015
14448,GATA1,MDGA1,345926.4895418664
26623,HDAC2,MPO,345926.04991578375
23218,HCFC1,2210016F16RIK,345887.0028327372
33532,JUN,2210016L21RIK,345855.87173071515
15069,GATA1,SLC23A2,345844.1831050598
38980,MYC,CALR,345654.99722674454
12101,FOS,SERPINA3F,345617.0555793654
18668,GFI1,HDGFL3,345611.42521566583
40875,MYC,TM9SF2,345554.8800094475
14721,GATA1,PGR,345472.712278836
54653,SPI1,SLA,345350.200666404
59876,TCF12,BPIFB5,345225.86545351165
16195,GATA2,FCGR3,345077.03633357177
13858,GATA1,DAPP1,345068.5253388018
23918,HCFC1,GM3604,345044.56409926695
25670,HDAC2,CD27,345005.19509354903
14607,GATA1,NMT2,344907.92257137183
39486,MYC,FUT8,344820.2192863834
13865,GATA1,DCTD,344810.8462385247
14163,GATA1,GSS,344794.5675896628
29674,IKZF1,CD27,344762.5763801079
39058,MYC,CD93,344755.87524035544
39234,MYC,CYFIP2,344673.68432724
14025,GATA1,FBXL4,344670.2542979883
15967,GATA2,CTLA2B,344623.5368056404
13916,GATA1,DYM,344580.72172924795
40108,MYC,NKG7,344492.2764838912
14231,GATA1,HSD3B7,344254.1561514699
40997,MYC,TXNL1,344200.3981220121
14088,GATA1,GARS,344180.3860793104
14396,GATA1,LPIN1,344167.9190165235
13846,GATA1,CYP20A1,344160.45466046
606,CBFB,FCGR3,344147.0030984019
14467,GATA1,MFSD1,344103.9558377028
59725,TCF12,ADGRL4,344052.7188863215
39372,MYC,EPRS,344007.4454210221
13465,GATA1,ADCY7,343982.8188677574
13661,GATA1,CCNE1,343978.41172135825
39164,MYC,CORO1A,343911.40597454325
14817,GATA1,PRDM4,343902.5770400748
13986,GATA1,ETF1,343821.8984681544
14514,GATA1,MTMR6,343813.7591437235
14751,GATA1,PLAA,343779.01812481094
53380,SPI1,EMCN,343762.244253452
15293,GATA1,TMEM37,343742.8874651419
13430,GATA1,4931406C07RIK,343659.3899076869
38819,MYC,ALDH9A1,343541.75869777356
39937,MYC,MDH2,343460.6269459096
33539,JUN,9530068E07RIK,343444.5701109748
53193,SPI1,CPA3,343351.1029766058
14813,GATA1,PRC1,343225.38524742046
14840,GATA1,PRUNE2,343057.59605207824
15280,GATA1,TMEM14C,343053.5462418735
39596,MYC,GSTM1,342965.83976727654
15504,GATA1,ZFP62,342959.4477106475
14050,GATA1,FGFRL1,342884.4865178396
39953,MYC,METTL27,342809.34869236895
37205,MEIS1,RGS18,342687.8803883983
14510,GATA1,MTFR1,342681.9960076065
55984,STAT3,GM12185,342663.43402404874
40482,MYC,RGS19,342601.17054838885
33770,JUN,CAR1,342505.57969342155
56687,STAT3,PHETA2,342480.9709651391
13705,GATA1,CDCP1,342478.3143767248
14640,GATA1,NUP107,342422.0140740757
15284,GATA1,TMEM176B,342399.1048536041
29412,IKZF1,2210016L21RIK,342214.3744404805
14244,GATA1,HUS1,342016.67571741476
38912,MYC,ATP1B3,341956.8033220142
39341,MYC,EIF3G,341944.9142369663
14363,GATA1,LACTB,341897.9209887662
14123,GATA1,GNA11,341862.5050014863
9336,ESR1,MCEMP1,341834.9547487077
39670,MYC,HNRNPDL,341828.14170898957
25377,HDAC2,2210016L21RIK,341827.2054739095
39853,MYC,LDHA,341815.5112110656
15173,GATA1,ST3GAL6,341737.04029318487
37273,MEIS1,SELENOP,341735.2097617386
15437,GATA1,VILL,341616.93562780146
14832,GATA1,PRPF4,341498.4985313259
39533,MYC,GIMAP6,341490.6399762026
15517,GATA1,ZNRF2,341444.4216538871
40413,MYC,PTPRE,341423.9922544527
17653,GATA2,TRIM30A,341414.631726509
14459,GATA1,METAP2,341251.49981286295
40707,MYC,SMPDL3A,341137.56857301877
13861,GATA1,DCAF13,341101.33920311753
14557,GATA1,NCAPG,341086.64871512016
13891,GATA1,DMD,341073.3478678794
40140,MYC,NUBP2,341069.4909835793
54692,SPI1,SLC34A2,340991.2583708715
15436,GATA1,VEGFC,340957.0150845494
14080,GATA1,GAA,340887.5727507458
25348,HCFC1,ZFP808,340844.0475040508
15307,GATA1,TMX4,340752.06292497605
52937,SPI1,ATP5G3,340628.8607725933
39233,MYC,CYC1,340411.0898706225
14012,GATA1,FAM168B,340399.41180499736
56325,STAT3,LY6A,340180.77394012717
13694,GATA1,CD99L2,340174.7664507034
14326,GATA1,JMY,340157.0187530418
14977,GATA1,RUNDC1,340144.78991438454
40948,MYC,TRIM12A,340077.692387685
14696,GATA1,PCYT2,339964.01750397444
40736,MYC,SPNS2,339938.04197667615
13939,GATA1,EIF2B1,339929.2367810402
20024,GFI1,ZFP808,339834.76342078124
14571,GATA1,NDOR1,339708.60153292934
15266,GATA1,TK1,339695.3006856885
41153,MYC,ZFP932,339675.4494234008
40221,MYC,PDCD4,339561.11296630255
33563,JUN,ACAP1,339552.1461655465
29420,IKZF1,9530068E07RIK,339450.1390314034
40111,MYC,NMT2,339426.30821801926
39642,MYC,HDGF,339418.443945727
33609,JUN,ANGPT1,339391.09534881223
31313,IKZF1,TGTP1,339362.26227538404
40731,MYC,SPCS3,339330.2687715405
13963,GATA1,EMP1,339305.3277853923
14629,GATA1,NT5C2,339233.18557811907
30438,IKZF1,LY6A,339145.1462120837
14809,GATA1,PPP2R1B,339111.25452774134
15444,GATA1,VPS26B,338997.1451696217
40443,MYC,RANBP1,338948.0174758781
15262,GATA1,TIMM50,338927.54401973175
36608,MEIS1,IFI47,338809.978815561
14756,GATA1,PLCL1,338735.13833098864
14408,GATA1,LY86,338692.2182836235
15362,GATA1,TTF1,338607.68842160655
15278,GATA1,TMEM129,338601.93133847247
14988,GATA1,SAMSN1,338544.47961919644
13503,GATA1,ANLN,338528.161266313
40615,MYC,SHISA5,338319.5906263384
54684,SPI1,SLC28A2,338295.038688485
14961,GATA1,RPGRIP1L,338195.08422899025
8494,ESR1,CASP12,338175.93727437785
24262,HCFC1,MESD,338153.2736803272
9693,ESR1,PLPPR3,338140.83488562575
31408,IKZF1,TRIM30A,338056.61676061
14426,GATA1,MAPK9,337964.8406076486
15163,GATA1,SQLE,337938.95358555607
53266,SPI1,D630039A03RIK,337823.1862860916
14288,GATA1,IMMT,337821.3502735343
13588,GATA1,BAP1,337795.026507204
14094,GATA1,GBP2,337760.1663762266
15123,GATA1,SMPD1,337646.97021060414
39141,MYC,CNN2,337631.7183515589
33913,JUN,CNN2,337579.41821804777
53060,SPI1,CD27,337540.3855613318
13700,GATA1,CDCA3,337522.4186947999
15277,GATA1,TMEM123,337478.62515895924
15766,GATA2,CAR1,337446.47375626414
15196,GATA1,STX17,337414.46346003044
8605,ESR1,CLIP3,337264.82205174805
14715,GATA1,PFAS,337218.52411336364
14985,GATA1,SAMD10,337201.76901624235
14045,GATA1,FGD4,337193.6296918114
35374,JUN,SLC28A2,337186.77252705285
13927,GATA1,EDEM1,337036.7193983915
15320,GATA1,TOMM40,337015.7556749791
53593,SPI1,GP9,336975.7793761653
14048,GATA1,FGFR1OP,336944.3678441165
35150,JUN,RAB38,336890.9390555206
14133,GATA1,GOLIM4,336876.55337519926
14124,GATA1,GNA13,336791.7852890526
14821,GATA1,PRIM2,336720.1989380819
14584,GATA1,NEK2,336671.3629914962
13557,GATA1,ATAD1,336619.27131513826
15365,GATA1,TTLL7,336612.52163146384
35453,JUN,SPNS2,336610.30477202684
14659,GATA1,ORC6,336591.1211638137
14143,GATA1,GPR107,336532.7165480189
14460,GATA1,METTL15,336409.9517131873
39347,MYC,ELF1,336184.1891481801
33835,JUN,CD9,336173.85127637745
8976,ESR1,GGT5,336127.26667387923
39056,MYC,CD84,336123.60512459493
35058,JUN,PPFIA4,336043.85966998286
14175,GATA1,H2-M3,335995.5211355768
38918,MYC,ATP6AP1,335982.5778039592
14683,GATA1,PAQR5,335925.16560927616
15471,GATA1,XPR1,335842.70035638317
30797,IKZF1,PLAC8,335842.0403811121
54547,SPI1,RPL41,335812.58236938046
14540,GATA1,NAA35,335746.140175817
53749,SPI1,IGTP,335630.0363221535
15498,GATA1,ZFP397,335611.7420626524
41036,MYC,USF3,335504.1281876303
13535,GATA1,ARHGAP29,335442.8808587266
25385,HDAC2,9530068E07RIK,335442.33409000334
14458,GATA1,METAP1D,335335.24325613014
14870,GATA1,PTPRS,335318.8454952034
14151,GATA1,GPSM1,335245.4327592384
15049,GATA1,SIGIRR,335211.406412715
13493,GATA1,AMPD3,335209.38150761265
40840,MYC,TENT5A,335146.1581636584
34038,JUN,DEPP1,335100.0231345043
14162,GATA1,GSR,335024.8769191708
53974,SPI1,MESD,335011.66158717213
14341,GATA1,KIF18A,335004.4690520609
54241,SPI1,PATJ,334942.59995095397
40424,MYC,RAB18,334919.338781652
14138,GATA1,GOSR2,334885.3172831963
53217,SPI1,CSF3R,334852.1037190308
40353,MYC,PRCP,334821.1545336389
13778,GATA1,COL4A1,334770.6123647524
13824,GATA1,CTNND2,334763.2671207537
23224,HCFC1,5430427O19RIK,334652.61149637453
13655,GATA1,CCL3,334551.1285332683
13791,GATA1,COX6A1,334540.72607960535
16962,GATA2,PDZK1IP1,334503.0623234459
40585,MYC,SERPINA3F,334487.4657813574
13579,GATA1,AXL,334449.04949369776
13467,GATA1,ADK,334427.52991398284
15028,GATA1,SETD2,334275.14587902697
40752,MYC,SRM,334222.67546848505
14779,GATA1,POLA2,334187.79703147535
14936,GATA1,RHOT1,334175.2108566236
23379,HCFC1,ATPIF1,334134.52162004955
39665,MYC,HMGB3,334099.3096617179
40249,MYC,PGRMC1,334080.694902723
14185,GATA1,HARS2,333930.95171565213
13812,GATA1,CSF2RB,333927.1798335988
14736,GATA1,PIK3R2,333881.2025765694
15075,GATA1,SLC25A46,333816.8820615541
14995,GATA1,SCAMP1,333612.0490140457
14110,GATA1,GFM1,333533.5541633141
14733,GATA1,PIK3C3,333464.78679787804
14575,GATA1,NDST2,333370.56915458717
23372,HCFC1,ATP5G1,333207.0284618881
9018,ESR1,GPR4,333090.81088752113
14020,GATA1,FAM91A1,333042.41541594453
13749,GATA1,CLDN12,333031.4372539682
39541,MYC,GM2A,333029.45088158885
39521,MYC,GDF3,332978.42578829837
55117,SPI1,WLS,332971.2968388253
14492,GATA1,MORC2A,332960.88320755947
14230,GATA1,HSD11B1,332881.2964962335
38944,MYC,BCLAF3,332844.09766257834
14743,GATA1,PJA2,332792.16096770926
14435,GATA1,MAVS,332664.631650284
14577,GATA1,NDUFB9,332653.95126846974
14260,GATA1,IFI44,332649.50441804895
14209,GATA1,HID1,332647.14202876284
13572,GATA1,ATP6AP1,332594.47464409145
14325,GATA1,JMJD4,332593.28352344304
14229,GATA1,HPSE,332582.9009217909
14940,GATA1,RMND5B,332578.5731834349
40335,MYC,PPID,332422.60444254824
14416,GATA1,MAD2L1,332285.7758760399
13439,GATA1,ABCC5,332175.43839997356
40276,MYC,PITRM1,331987.97762299975
13877,GATA1,DEF8,331966.59524628206
40952,MYC,TRIM30D,331959.53914339724
14693,GATA1,PCCA,331913.63008144853
19498,GFI1,SEMA3D,331660.3591466311
38863,MYC,AQP1,331562.85677568335
8644,ESR1,CPA3,331503.86560619157
15418,GATA1,USP14,331502.93168186967
39946,MYC,MEMO1,331501.69021340983
13721,GATA1,CEP70,331445.51966661535
39943,MYC,MEF2C,331429.614290246
15276,GATA1,TMEM109,331333.03817338194
29844,IKZF1,CYP2J9,331216.45283444686
14583,GATA1,NEK1,331130.30943901907
14731,GATA1,PIF1,331094.65522760927
39556,MYC,GNG12,330910.7047141103
14674,GATA1,PACSIN2,330794.7906043669
13886,GATA1,DHX40,330782.38309761253
14422,GATA1,MAN2A2,330757.52838008193
14278,GATA1,IL1R1,330508.46505249507
39584,MYC,GPX1,330488.39064411033
66424,BTAF1,SMIM1,330473.7389034906
14861,GATA1,PTGER2,330391.5367088408
23373,HCFC1,ATP5G3,330381.7758293996
26650,HDAC2,MUC13,330356.69490594167
13841,GATA1,CX3CL1,330342.8595783416
38989,MYC,CANX,330205.7005060879
13449,GATA1,ABL2,330149.778921231
41091,MYC,WLS,330129.282021793
14786,GATA1,POMGNT2,330056.2759503292
33943,JUN,COX7B,329912.00608259754
15012,GATA1,SEL1L,329856.48531356576
15388,GATA1,UBA2,329841.0801531794
56164,STAT3,IIGP1,329743.31449155486
15393,GATA1,UBAP1,329728.9957001621
15521,GATA1,ZSCAN22,329530.3366280147
15260,GATA1,TIFA,329501.98795658204
39730,MYC,IL17RA,329459.5214044139
15259,GATA1,TIE1,329374.2402670379
39231,MYC,CYB5R3,329365.70619656326
15279,GATA1,TMEM147,329346.26878381055
27479,HDAC2,TGTP1,329325.7573554443
39852,MYC,LDAH,329296.41057168465
40411,MYC,PTPN7,329268.52815173916
40194,MYC,PAFAH1B2,329191.3152965056
14040,GATA1,FEM1A,329158.1709814125
13887,GATA1,DIS3L,329116.2633865986
53158,SPI1,CMAH,329023.3744464373
30863,IKZF1,PRELID3B,328866.2909078537
27577,HDAC2,TRIM30A,328846.0380376298
14949,GATA1,RNF141,328733.13943003095
14543,GATA1,NADK,328688.9488539742
13539,GATA1,ARHGEF28,328418.94165498577
13945,GATA1,EIF4ENIF1,328380.5280140739
2375,E2F4,CD24A,328376.473742688
40447,MYC,RAP1B,328322.48532190913
13707,GATA1,CDK17,328311.5621285297
13549,GATA1,ARRDC4,328214.38653562864
27516,HDAC2,TMEM176B,328195.56248783565
40130,MYC,NSD2,328150.4245766048
39779,MYC,ITGB1,328123.38948566053
20015,GFI1,ZFP61,328120.81494489574
35154,JUN,RAB7B,328086.2862237539
39619,MYC,H2AFY,328074.6945471233
14287,GATA1,ILVBL,328049.47588185343
14877,GATA1,R3HCC1L,327999.09147842485
14645,GATA1,NUS1,327914.54176439706
14392,GATA1,LONP2,327891.9700281093
55227,STAT3,ABCG3,327829.19025550835
14149,GATA1,GPR65,327828.4832975479
13949,GATA1,ELL2,327799.6184738343
15177,GATA1,STAG2,327677.05215911084
13508,GATA1,ANXA3,327627.42213209294
17591,GATA2,TMEM176A,327593.3373623879
14154,GATA1,GPX3,327563.1214690885
54764,SPI1,SPNS3,327547.49450955534
33819,JUN,CD34,327533.0302721998
13590,GATA1,BBS12,327510.3548243629
39726,MYC,IKZF1,327473.75293205975
26424,HDAC2,JPT2,327446.56106762966
14916,GATA1,RCOR1,327441.6470149593
30350,IKZF1,JPT2,327257.8924231064
19167,GFI1,PBLD2,327234.1431346686
13985,GATA1,ESYT2,327014.43174238893
14293,GATA1,INTS4,326954.5977818161
15466,GATA1,XAF1,326852.0422939862
14488,GATA1,MN1,326849.06449236517
14738,GATA1,PIP4K2A,326727.6495942684
33834,JUN,CD84,326661.8029013183
14826,GATA1,PRKCQ,326661.62180632376
38769,MYC,ABHD16A,326655.04776369006
40573,MYC,SELENBP1,326483.2518086985
39057,MYC,CD9,326422.24412061274
13495,GATA1,ANAPC4,326404.22063419793
13888,GATA1,DIS3L2,326368.0899745289
40023,MYC,MYB,326211.25919931615
14626,GATA1,NSMF,326155.0580465571
40080,MYC,NDUFS1,326062.52648057585
13823,GATA1,CTNNAL1,326052.0062584571
14829,GATA1,PRNP,326039.4200836053
15061,GATA1,SLC17A9,326033.86152057926
54281,SPI1,PHACTR2,325892.4912638319
38869,MYC,ARHGAP15,325877.96763250383
15323,GATA1,TOP3B,325829.1078811141
39717,MYC,IFNGR1,325739.13807146496
14440,GATA1,MCM10,325567.57749074034
33935,JUN,COQ8A,325528.5272105771
56042,STAT3,GSTT1,325520.75654366874
13446,GATA1,ABHD17B,325392.4033473778
13664,GATA1,CCNG1,325387.36093663285
14654,GATA1,ODC1,325353.69192630384
13469,GATA1,ADSL,325259.5933950778
39589,MYC,GRK3,325187.6063287833
13995,GATA1,EZR,325156.06515871844
34061,JUN,DOCK2,325137.1756533463
39316,MYC,DYNLL1,325120.4555054389
24277,HCFC1,MFSD14B,325086.30916243576
13528,GATA1,ARCN1,325065.7980655782
15383,GATA1,TYK2,325054.8596076234
18975,GFI1,MS4A3,324752.9280719782
15445,GATA1,VPS33A,324740.56257252424
14625,GATA1,NSMAF,324723.6288073057
14361,GATA1,KPNA3,324723.390583176
14975,GATA1,RTEL1,324679.59704733535
15091,GATA1,SLC35E1,324629.7685002094
34468,JUN,IGSF6,324627.4246240764
16368,GATA2,HACD4,324600.3380002616
13954,GATA1,ELOVL5,324594.5510330375
39344,MYC,EIF5A,324468.11809064687
38783,MYC,ACSL5,324454.9315330658
394,CBFB,CTLA2A,324407.01511424704
25161,HCFC1,TRIM30D,324360.5769905797
13895,GATA1,DNAJC9,324334.41028342023
16345,GATA2,GSTT1,324257.5897945644
54363,SPI1,PPFIA4,324240.32816272625
13825,GATA1,CTPS,324227.050608975
13472,GATA1,AFF3,324186.83043507964
14849,GATA1,PSMD5,324145.63751265476
39031,MYC,CCT6A,324144.49137025437
39270,MYC,DEK,324065.266108643
39913,MYC,MARCH5,323912.2437868341
15443,GATA1,VPS11,323834.9932475441
14778,GATA1,POGLUT1,323823.776861438
41032,MYC,UQCRC1,323784.35006571683
14638,GATA1,NUDT9,323737.3809104052
53152,SPI1,CLIP3,323582.16712835594
13560,GATA1,ATG16L1,323562.9611434533
14148,GATA1,GPR19,323506.77995286905
14121,GATA1,GMPR,323462.5893768123
34290,JUN,GIMAP6,323452.929396209
34286,JUN,GGT5,323400.36553757585
14021,GATA1,FAR1,323374.88319306617
13852,GATA1,CYTIP,323326.42443468585
13612,GATA1,BUB1B,323295.0781096213
40344,MYC,PPP1CB,323290.59556930396
13798,GATA1,CPT1A,323271.9306650202
40858,MYC,THUMPD1,323248.09672408795
39176,MYC,CPQ,323146.0200584757
13576,GATA1,ATRN,323140.25227733614
41034,MYC,UROD,323044.1287460825
14763,GATA1,PLEKHG1,323040.55547906255
13978,GATA1,ERGIC1,322973.0586423181
36539,MEIS1,HACD4,322881.05129402503
13937,GATA1,EIF1A,322759.47085804376
14663,GATA1,OSGIN2,322753.91229501774
10905,FOS,CTLA2A,322718.91401189234
24130,HCFC1,JPT2,322462.8389028317
14740,GATA1,PITPNB,322314.5277398226
14914,GATA1,RCBTB1,322265.23519698833
40972,MYC,TSPAN8,322236.3858966656
31347,IKZF1,TMEM176B,322134.0130585368
25240,HCFC1,USF3,322097.4919737394
13781,GATA1,COLGALT1,322086.130355486
40968,MYC,TSPAN14,322073.80464456213
14661,GATA1,OSBPL8,322061.81164224714
15041,GATA1,SH3BP5,321999.7741084747
40563,MYC,SDHA,321954.09294411255
52959,SPI1,BC005561,321934.8104258342
16489,GATA2,INKA1,321913.579612422
8266,ESR1,A430033K04RIK,321887.2588137187
14122,GATA1,GMPS,321882.8259128097
14948,GATA1,RNF139,321852.7501164368
35300,JUN,SEPT6,321837.2997633325
39586,MYC,GRAMD1A,321793.2063500114
15222,GATA1,TBC1D15,321776.28017080756
14564,GATA1,NCLN,321644.7010431776
13553,GATA1,ASF1B,321637.45505923295
26987,HDAC2,PRELID3B,321537.2397553513
14900,GATA1,RANGAP1,321471.90914111194
14695,GATA1,PCYT1A,321437.1681221994
41050,MYC,UTP4,321394.0084743252
34440,JUN,I830077J02RIK,321373.9723410064
33956,JUN,CRISPLD1,321263.44781059586
26355,HDAC2,IIGP1,321235.2619854958
53064,SPI1,CD34,321225.3568651619
3521,E2F4,QARS,321173.13299432315
14633,GATA1,NUDCD1,321162.4758486605
14822,GATA1,PRKAA1,321033.0208861869
38777,MYC,ACAA2,320953.0796453303
17884,GFI1,A430033K04RIK,320943.03292688227
14210,GATA1,HIPK3,320817.7456809939
15951,GATA2,CRYZL2,320797.20458826167
15184,GATA1,STIL,320759.75795742613
14431,GATA1,MARS,320740.64047101885
17139,GATA2,QARS,320638.0949647226
14095,GATA1,GBP3,320527.58869103616
14300,GATA1,IRAK3,320487.01118094637
14399,GATA1,LRPAP1,320462.27557548066
14539,GATA1,NAA30,320359.10467531567
41108,MYC,YPEL3,320260.07043848105
13699,GATA1,CDC7,320253.98827809177
53923,SPI1,LZTS1,320185.66973713913
13529,GATA1,ARFGEF2,320121.2180298133
15255,GATA1,THADA,320061.76125744585
14922,GATA1,REXO2,320047.6067737403
13785,GATA1,COPG2,319998.2943788953
15333,GATA1,TREML2,319990.5520946805
14407,GATA1,LY6E,319982.37306622794
18922,GFI1,MEFV,319974.94542932697
34456,JUN,IFI44,319968.2401907705
14984,GATA1,SACM1L,319961.2108227075
14684,GATA1,PAQR7,319949.93488056905
33966,JUN,CSF3R,319901.8263473848
40054,MYC,NARS,319812.20410328894
14063,GATA1,FMNL2,319689.13901459513
39313,MYC,DUT,319665.43083286384
53686,SPI1,HK3,319604.8237506968
25868,HDAC2,CYP2J9,319601.75864401634
14051,GATA1,FGGY,319598.87192145496
