,Gene1,Gene2,weights_combined
63221,PML,USP3,9033.690646717961
62404,PML,FTSJ3,9033.664751074359
63002,PML,SLC25A36,9033.654577785801
63202,PML,UBE2S,9033.645329341656
62244,PML,CNOT8,9033.54082192283
62483,PML,HIPK2,9033.447412636975
62929,PML,RPL3,9033.443713259318
63061,PML,SPCS2,9033.371575394995
62790,PML,PDIA4,9033.366026328507
62385,PML,FIGNL1,9033.24857108788
62808,PML,PHF6,9033.192155578601
63113,PML,TCF4,9033.120017714278
62245,PML,CNPPD1,9032.939673053472
54201,TRP53,CD9,9027.790098909596
55059,TRP53,TNFRSF10B,9027.786059270833
54446,TRP53,GRINA,9027.527522389852
54226,TRP53,CITED1,9027.526175843595
54530,TRP53,JADE3,9027.476353632159
54225,TRP53,CISD3,9027.444709795162
54972,TRP53,SMS,9027.421818508827
54868,TRP53,RNF157,9027.402293588128
54509,TRP53,IGF2,9027.394214310596
54732,TRP53,OSTC,9027.313421535291
54428,TRP53,GLIPR2,9027.311401715908
54820,TRP53,PRPS2,9027.310055169652
55043,TRP53,TGFBI,9027.262252777597
54573,TRP53,LAMC2,9027.25282695381
54538,TRP53,KCNK1,9027.221856389942
54708,TRP53,NLGN2,9027.215796931794
54128,TRP53,ARL8A,9027.196272011095
54657,TRP53,MSANTD3,9027.15991526221
54747,TRP53,PCSK6,9027.12355851332
54714,TRP53,NPL,9027.01920117855
54246,TRP53,COL4A1,9027.01044862789
54073,TRP53,ADAM15,9027.003715896615
55151,TRP53,ZMYM1,9026.982844429662
54661,TRP53,MSL3,9026.910130931885
54928,TRP53,SH3PXD2B,9026.586959830662
37599,ZFP42,TPM1,9025.542492549373
37032,ZFP42,HSPA4,9025.422700902818
37037,ZFP42,HSPD1,9025.22425817519
37210,ZFP42,NANOG,9025.160127293702
36657,ZFP42,APEX1,9025.035495580616
37214,ZFP42,NAT10,9024.818297595197
57644,KDM5B,HSP90AB1,9024.244886961433
41544,REST,MAP3K5,9023.611550234431
41493,REST,LDB1,9023.559795378631
41691,REST,ODC1,9023.531565457286
57628,KDM5B,HIST1H2BR,9023.529300147315
57605,KDM5B,H2AFZ,9023.517044616721
40998,REST,CCNB2,9023.512745509723
41484,REST,LAMP1,9023.449698685385
40950,REST,BCL2L11,9023.428996743067
40965,REST,BRIX1,9023.422409761417
41939,REST,SERBP1,9023.345247976407
42117,REST,TFG,9023.31795905244
41361,REST,HIST1H1D,9023.295375115364
42199,REST,UBE2C,9023.291611125851
41194,REST,ERP29,9023.275614170423
41203,REST,ETV4,9023.223859314623
41945,REST,SESN2,9023.221977319867
41281,REST,GADD45G,9023.221036322488
42202,REST,UBE2H,9023.213508343462
41017,REST,CDIPT,9023.16363548242
41464,REST,KLF6,9023.14763852699
41001,REST,CCND3,9023.111880626619
42214,REST,UPP1,9023.097765665947
41929,REST,SEC61A1,9023.093060679057
41367,REST,HIST1H2AK,9023.042246820634
41819,REST,PTP4A1,9022.987668972703
41676,REST,NRF1,9022.976377004165
40917,REST,ASF1B,9022.975436006785
40846,REST,AFF1,9022.932150127388
41352,REST,HEATR1,9022.90109721391
40974,REST,CACYBP,9022.860634326646
41285,REST,GART,9022.81264346036
41467,REST,KMT2C,9022.785354536394
41153,REST,DSTN,9022.768416583585
41646,REST,NDRG1,9022.711956740895
41414,REST,IFRD2,9022.673375848392
41803,REST,PRKAB1,9022.655496898205
42033,REST,SNX5,9022.625384982104
41452,REST,KDM5B,9022.553869181362
5448,EP300,GRB10,9022.396472252205
5363,EP300,FOXN3,9022.300747166522
5557,EP300,ISYNA1,9022.202267402115
6460,EP300,WDR45,9022.067288144606
4980,EP300,ARID3B,9022.041118696723
5205,EP300,DBN1,9022.031477321187
5982,EP300,PSMG4,9022.014949248838
6189,EP300,SLC5A11,9021.946770950402
5438,EP300,GOLGB1,9021.937129574864
5553,EP300,IP6K2,9021.868951276429
5779,EP300,NAA10,9021.81041435353
5984,EP300,PTH1R,9021.800084308312
5744,EP300,MRPS5,9021.775980869472
5661,EP300,LRRN4,9021.76978284234
5565,EP300,JAM2,9021.76909417266
5104,EP300,CEP170B,9021.758075457761
4966,EP300,ARFGAP1,9021.730528670516
6365,EP300,TNS1,9021.704359222631
5176,EP300,CRYAB,9021.68576514124
5208,EP300,DCBLD1,9021.683010462513
5326,EP300,FAT1,9021.66372771144
5407,EP300,GGCX,9021.634803584831
5830,EP300,NRG1,9021.632048906107
5663,EP300,LSS,9021.615520833759
5211,EP300,DDA1,9021.582464689063
5432,EP300,GNG10,9021.564559277353
5051,EP300,CALCOCO2,9021.523239096483
5195,EP300,CTSZ,9021.500512997003
6180,EP300,SLC39A4,9021.49156029115
5308,EP300,EXT2,9021.437155386337
5509,EP300,HSF2BP,9021.392391857062
6055,EP300,RMND5B,9021.379307133118
5810,EP300,NIPSNAP1,9021.376552454394
5406,EP300,GGA2,9021.329034246393
6406,EP300,TYRO3,9021.306996816596
4932,EP300,AMFR,9021.305619477233
6387,EP300,TSEN2,9021.254657920827
6344,EP300,TMEM144,9021.210583061233
6353,EP300,TMEM62,9021.172017559085
6472,EP300,YIPF3,9021.163753522913
6491,EP300,ZFP704,9020.971614681866
5400,EP300,GCNT1,9020.946133903662
5951,EP300,PPIC,9020.86762556001
5442,EP300,GPC3,9020.863493541923
5806,EP300,NFXL1,9020.849031478618
13619,JARID2,FXYD6,9016.715952474551
13722,JARID2,ITGA9,9016.431369736252
14067,JARID2,SOX7,9016.428429831929
13815,JARID2,MORC4,9016.306129812163
13350,JARID2,5031439G07RIK,9016.197353352276
13347,JARID2,1700019D03RIK,9016.190885562768
14045,JARID2,SLC44A3,9016.09857256708
13985,JARID2,RNPEPL1,9016.056825925718
14073,JARID2,SPNS2,9015.976272547314
13596,JARID2,FGF3,9015.813989828777
13516,JARID2,D230025D16RIK,9015.6458273016
14059,JARID2,SNURF,9015.558218152824
14186,JARID2,ZBTB38,9015.511179683683
50300,BMI1,KLB,9015.32821517066
49503,UBTF,WNK2,9010.421617042717
49272,UBTF,SLC9A6,9010.133383710494
49139,UBTF,RCN3,9010.015801159805
48926,UBTF,MYO7A,9009.613106937528
49093,UBTF,PRSS35,9009.575647009875
48177,UBTF,4930402H24RIK,9009.299900320202
48223,UBTF,AMN,9009.269724267371
48749,UBTF,KCNG1,9009.139655074128
44966,EGR1,GATA6,9009.134091866434
48483,UBTF,DTX1,9009.053289129817
48301,UBTF,BEX4,9008.903449419202
49369,UBTF,TENM4,9008.890962776652
48486,UBTF,DUSP9,9008.890962776652
48300,UBTF,BEND5,9008.821245689074
45208,EGR1,MAP3K5,9008.769638234753
45164,EGR1,LDB1,9008.718915306632
45345,EGR1,ODC1,9008.715158052697
44688,EGR1,CCNB2,9008.67288894593
45155,EGR1,LAMP1,9008.616530136907
44644,EGR1,BCL2L11,9008.587411418912
44658,EGR1,BRIX1,9008.583654164977
45584,EGR1,SERBP1,9008.504751832346
45033,EGR1,HIST1H1D,9008.47563311435
44877,EGR1,ERP29,9008.43524263455
44960,EGR1,GADD45G,9008.388276960364
44885,EGR1,ETV4,9008.383580392945
45589,EGR1,SESN2,9008.382641079463
45825,EGR1,UBE2H,9008.373247944624
44706,EGR1,CDIPT,9008.328160897408
45134,EGR1,KLF6,9008.307496000765
44691,EGR1,CCND3,9008.283073850189
45680,EGR1,SPINT1,9008.271802088384
45839,EGR1,UPP1,9008.257712386128
45574,EGR1,SEC61A1,9008.253015818711
45463,EGR1,PTP4A1,9008.147812708534
45331,EGR1,NRF1,9008.137480260215
44612,EGR1,ASF1B,9008.135601633245
44547,EGR1,AFF1,9008.089575272543
44667,EGR1,CACYBP,9008.021944701717
44963,EGR1,GART,9007.97497902753
45137,EGR1,KMT2C,9007.944920996051
44835,EGR1,DSTN,9007.928952666829
45303,EGR1,NDRG1,9007.875411798257
45446,EGR1,PRKAB1,9007.816235048782
45664,EGR1,SNX5,9007.786177017304
45122,EGR1,KDM5B,9007.71666781951
33878,TRIM28,CRIP2,8997.542499177443
34389,TRIM28,MPRIP,8997.040619338672
34075,TRIM28,GABPA,8996.952146931195
34455,TRIM28,NFU1,8996.92962668202
34351,TRIM28,MBNL2,8996.873326059082
33719,TRIM28,ASS1,8996.826676971503
33778,TRIM28,CAPN2,8996.747051804776
33623,TRIM28,ABHD5,8996.733378796347
34248,TRIM28,KDELR2,8996.73177020712
34449,TRIM28,NEFL,8996.630429085828
33743,TRIM28,BCAT1,8996.611126015108
34568,TRIM28,PLOD3,8996.600670185133
34935,TRIM28,TMEM256,8996.598257301292
34013,TRIM28,FAM83D,8996.586997176704
34984,TRIM28,TWF1,8996.566085516755
34057,TRIM28,FRYL,8996.554825392168
33698,TRIM28,ARHGAP1,8996.533913732217
33792,TRIM28,CCDC9,8996.52184931302
34556,TRIM28,PITPNC1,8996.498524769228
34732,TRIM28,SEMA4C,8996.48243887696
34062,TRIM28,FURIN,8996.480830287732
33942,TRIM28,DST,8996.476004520053
35040,TRIM28,WDR75,8996.467961573919
33947,TRIM28,DUSP3,8996.46313580624
34767,TRIM28,SLC12A4,8996.451071387037
34825,TRIM28,SNX10,8996.443028440903
34702,TRIM28,RTEL1,8996.43257261093
34315,TRIM28,LRRC1,8996.42855113786
33688,TRIM28,APPL2,8996.420508191726
34112,TRIM28,GNA12,8996.410856656366
34539,TRIM28,PHC1,8996.406835183298
34963,TRIM28,TRIM2,8996.406835183298
34714,TRIM28,SARNP,8996.402009415619
34123,TRIM28,GOLT1B,8996.397183647938
34569,TRIM28,PLS3,8996.392357880259
34435,TRIM28,NANS,8996.356164622654
35065,TRIM28,ZFP600,8996.344100203452
35030,TRIM28,VKORC1,8996.336057257318
34454,TRIM28,NFATC2IP,8996.324797132731
33662,TRIM28,AMDHD2,8996.323992838117
34417,TRIM28,MVP,8996.316754186597
34026,TRIM28,FERMT2,8996.297451115874
34561,TRIM28,PLCB4,8996.295842526648
34565,TRIM28,PLK2,8996.282973812833
34220,TRIM28,INSIG1,8996.27975663438
33802,TRIM28,CD63,8996.270105099018
33677,TRIM28,AP1AR,8996.26367074211
34620,TRIM28,PTPRG,8996.262062152884
34376,TRIM28,MIS18BP1,8996.259649269045
33923,TRIM28,DHPS,8996.248389144455
34723,TRIM28,SEC24A,8996.217021654533
34965,TRIM28,TRIM59,8996.205761529945
34419,TRIM28,MYBL2,8996.20415294072
33955,TRIM28,EDEM1,8996.20415294072
34070,TRIM28,GAA,8996.194501405358
33864,TRIM28,COPA,8996.180024102316
34311,TRIM28,LPCAT4,8996.16956827234
33667,TRIM28,AMOTL2,8996.13900507703
34433,TRIM28,NAGK,8996.102811819428
34125,TRIM28,GOT1,8996.085921632546
34913,TRIM28,TFEB,8996.056162731851
34087,TRIM28,GCLM,8995.963668851307
35053,TRIM28,ZBTB44,8995.924258415249
34885,TRIM28,SURF4,8995.919432647568
34828,TRIM28,SNX27,8995.888065157646
34848,TRIM28,SPP1,8995.84222036468
34678,TRIM28,RNPEP,8995.837394597
38348,ELF1,CRIP2,8995.111736057606
38833,ELF1,MPRIP,8994.614570595337
38529,ELF1,GABPA,8994.524469411237
38894,ELF1,NFU1,8994.505966489503
38796,ELF1,MBNL2,8994.450457724297
38246,ELF1,CAPN2,8994.325764121302
38694,ELF1,KDELR2,8994.306456724707
38099,ELF1,ABHD5,8994.298411976128
39059,ELF1,QDPR,8994.282322478966
38888,ELF1,NEFL,8994.207506317169
38215,ELF1,BCAT1,8994.18256759657
39000,ELF1,PLOD3,8994.179349697137
39364,ELF1,TMEM256,8994.1705004737
38476,ELF1,FAM83D,8994.152802026822
39414,ELF1,TWF1,8994.14475727824
38515,ELF1,FRYL,8994.124645406791
38168,ELF1,ARHGAP1,8994.106142485056
38259,ELF1,CCDC9,8994.098097736474
38987,ELF1,PITPNC1,8994.065918742153
38409,ELF1,DST,8994.053047144424
39169,ELF1,SEMA4C,8994.052242669566
38519,ELF1,FURIN,8994.049829244992
39473,ELF1,WDR75,8994.041784496412
38413,ELF1,DUSP3,8994.032935272973
39196,ELF1,SLC12A4,8994.02649947411
39254,ELF1,SNX10,8994.019259200386
39136,ELF1,RTEL1,8994.004778652941
38758,ELF1,LRRC1,8993.997538379219
38159,ELF1,APPL2,8993.98868915578
38563,ELF1,GNA12,8993.98547125635
39392,ELF1,TRIM2,8993.9806444072
38971,ELF1,PHC1,8993.97742650777
39148,ELF1,SARNP,8993.976622032911
38575,ELF1,GOLT1B,8993.967772809472
39001,ELF1,PLS3,8993.965359384898
38873,ELF1,NANS,8993.929158016286
39494,ELF1,ZFP600,8993.921113267706
39462,ELF1,VKORC1,8993.912264044267
38132,ELF1,AMDHD2,8993.89939244654
38893,ELF1,NFATC2IP,8993.892152172817
38855,ELF1,MVP,8993.884107424237
38993,ELF1,PLCB4,8993.86962687679
38665,ELF1,INSIG1,8993.855950804205
38997,ELF1,PLK2,8993.855146329348
38488,ELF1,FERMT2,8993.852732904772
38270,ELF1,CD63,8993.843079206476
39052,ELF1,PTPRG,8993.839861307044
38823,ELF1,MIS18BP1,8993.835838932753
38395,ELF1,DHPS,8993.818944960734
38148,ELF1,AP1AR,8993.81653153616
39157,ELF1,SEC24A,8993.79239729042
38857,ELF1,MYBL2,8993.777112268117
38422,ELF1,EDEM1,8993.773894368684
39395,ELF1,TRIM59,8993.770676469252
38525,ELF1,GAA,8993.76826304468
38755,ELF1,LPCAT4,8993.744128798939
38334,ELF1,COPA,8993.727234826918
38137,ELF1,AMOTL2,8993.708731905184
38872,ELF1,NAGK,8993.667703687423
38577,ELF1,GOT1,8993.654832089695
39342,ELF1,TFEB,8993.632306793668
38301,ELF1,CHST15,8993.556686157013
38540,ELF1,GCLM,8993.529334011839
39486,ELF1,ZBTB44,8993.50037291695
39311,ELF1,SURF4,8993.499568442092
39257,ELF1,SNX27,8993.452908900326
39274,ELF1,SPP1,8993.419120956287
39114,ELF1,RNPEP,8993.415098581998
1494,SUZ12,GATA6,8990.771564567218
1736,SUZ12,MAP3K5,8990.409752597097
1689,SUZ12,LDB1,8990.35726174133
1877,SUZ12,ODC1,8990.351637721067
1215,SUZ12,CCNB2,8990.31133224253
1682,SUZ12,LAMP1,8990.25509203992
1169,SUZ12,BCL2L11,8990.226034601907
2121,SUZ12,SERBP1,8990.144486308123
2284,SUZ12,TFG,8990.116366206817
1564,SUZ12,HIST1H1D,8990.112616859979
2360,SUZ12,UBE2C,8990.093870125775
1399,SUZ12,ERP29,8990.074186054862
1487,SUZ12,GADD45G,8990.027319219354
1408,SUZ12,ETV4,8990.023569872514
2363,SUZ12,UBE2H,8990.011384495281
1233,SUZ12,CDIPT,8989.966392333194
1662,SUZ12,KLF6,8989.946708262281
1218,SUZ12,CCND3,8989.919525497686
2218,SUZ12,SPINT1,8989.910152130584
2376,SUZ12,UPP1,8989.896092079933
2108,SUZ12,SEC61A1,8989.892342733092
1570,SUZ12,HIST1H2AK,8989.841726550743
1863,SUZ12,NRF1,8989.777050317742
1139,SUZ12,ASF1B,8989.775175644321
1072,SUZ12,AFF1,8989.735807502495
1557,SUZ12,HEATR1,8989.70112604422
1189,SUZ12,CACYBP,8989.664569912524
1491,SUZ12,GART,8989.613953730173
1665,SUZ12,KMT2C,8989.583958955449
1358,SUZ12,DSTN,8989.570836241508
1834,SUZ12,NDRG1,8989.514596038898
1611,SUZ12,IFRD2,8989.477102570494
1986,SUZ12,PRKAB1,8989.455543826158
2202,SUZ12,SNX5,8989.427423724854
1650,SUZ12,KDM5B,8989.358060808303
10250,FOXA2,NDRG4,8983.074125027899
10633,FOXA2,TNS4,8982.898025708919
10608,FOXA2,TGM1,8982.835093663893
10015,FOXA2,GREB1L,8982.43265979701
10641,FOXA2,TRH,8982.355926864917
9785,FOXA2,CERS4,8982.354270758467
9709,FOXA2,ATP13A3,8981.917058656178
24363,RUNX1,H2AFX,8980.540862628948
60713,BCL3,STX2,8963.074643135844
29090,SOX2,MYC,8962.935806242729
21558,NRF1,MYMX,8956.736689078478
21258,NRF1,GSTA4,8956.628115857111
22079,NRF1,TDH,8956.378747684166
31659,TCF12,BASP1,8948.263021302258
31686,TCF12,BUB1,8948.190154497259
32950,TCF12,TINAGL1,8948.155638642262
32818,TCF12,SLCO3A1,8947.980758310263
33041,TCF12,UNG,8947.957747740264
32694,TCF12,RPP25,8947.945475436263
32884,TCF12,STAG3,8947.939339284263
33040,TCF12,ULK1,8947.936271208264
32900,TCF12,SUDS3,8947.927833999265
32562,TCF12,PMM1,8947.926299961264
32611,TCF12,PTPN14,8947.902522372266
31920,TCF12,EPHA2,8947.864938441266
31819,TCF12,CSRP1,8947.860336327263
31639,TCF12,ATP11B,8947.844995947264
32770,TCF12,SIDT2,8947.834257681265
33085,TCF12,YBX3,8947.817383263266
32561,TCF12,PLXNB2,8947.800508845265
32810,TCF12,SLC6A6,8947.786702503266
31552,TCF12,ADSL,8947.780566351266
32788,TCF12,SLC25A39,8947.779799332266
32961,TCF12,TMEM214,8947.764458952266
31855,TCF12,DDOST,8947.758322800266
32782,TCF12,SLC1A5,8947.732244154266
31540,TCF12,ACP6,8947.731477135267
32867,TCF12,SPTSSA,8947.727642040267
31828,TCF12,CTNS,8947.727642040267
31726,TCF12,CD151,8947.723806945267
32551,TCF12,PLEKHA7,8947.705398489266
32138,TCF12,HNF1B,8947.664746482267
32026,TCF12,GALNT2,8947.649406102268
32677,TCF12,RNASEH2A,8947.647872064268
32878,TCF12,SRXN1,8947.624861494267
31544,TCF12,ADAM19,8947.61949236127
31814,TCF12,CRTAP,8947.617958323268
33056,TCF12,VANGL1,8947.608754095269
31809,TCF12,CPT1A,8947.600316886268
32261,TCF12,LDLR,8947.597248810269
31636,TCF12,ATG16L2,8947.543557480269
32094,TCF12,H13,8947.53051815727
31533,TCF12,ABHD16A,8947.52284796727
32609,TCF12,PTOV1,8947.49523528327
31661,TCF12,BCAM,8947.47605980827
32359,TCF12,MOSPD3,8947.459185390271
32082,TCF12,GRAMD1A,8947.453049238271
31966,TCF12,FBRSL1,8947.439242896271
31958,TCF12,FAM169A,8947.437708858271
31795,TCF12,COLGALT1,8947.43387376327
32885,TCF12,STARD10,8947.42850463027
32759,TCF12,SFMBT2,8947.427737611271
31564,TCF12,AKAP12,8947.412397231272
31804,TCF12,COX7C,8947.408562136272
32314,TCF12,MAP4K4,8947.39322175627
31872,TCF12,DNAJC10,8947.384017528273
31689,TCF12,CACFD1,8947.380949452272
32299,TCF12,LY75,8947.370211186271
32641,TCF12,RASGRP2,8947.368677148272
33106,TCF12,ZFP710,8947.349501673272
31951,TCF12,FABP3,8947.328025141274
32731,TCF12,SEC31A,8947.319587932272
32603,TCF12,PSME2,8947.319587932272
32514,TCF12,PDXDC1,8947.297344381273
31978,TCF12,FGFR3,8947.295043324273
32437,TCF12,NID1,8947.281236982273
32612,TCF12,PTPN3,8947.273566792273
32334,TCF12,MDK,8947.264362564274
32653,TCF12,RDM1,8947.261294488273
32914,TCF12,TAX1BP3,8947.258226412274
32790,TCF12,SLC25A40,8947.256692374274
31645,TCF12,ATP6V0B,8947.250556222274
32969,TCF12,TMEM97,8947.239817956275
31853,TCF12,DDAH2,8947.226011614275
31806,TCF12,CPEB2,8947.211438253275
32173,TCF12,IGF2R,8947.206069120273
32827,TCF12,SMYD2,8947.173854322275
32542,TCF12,PIR,8947.163116056276
31731,TCF12,CDC42EP1,8947.147008657275
32565,TCF12,POFUT2,8947.144707600277
32886,TCF12,STARD3NL,8947.107890688276
31754,TCF12,CHD7,8947.031955807275
32960,TCF12,TMEM165,8946.985934667277
32718,TCF12,SAR1A,8946.900795558278
32253,TCF12,LAP3,8946.899261520279
33055,TCF12,VAMP8,8946.89312536828
32272,TCF12,LITAF,8946.513450963284
7230,ETS1,LIMA1,8914.317664277867
7063,ETS1,GTF2I,8914.035947299608
57648,KDM5B,HSPA8,8913.83685442993
7120,ETS1,HSPB1,8913.700406345826
7375,ETS1,NCL,8913.668913594192
7289,ETS1,MCM4,8913.548095947013
6628,ETS1,ASNS,8913.431859063707
7714,ETS1,SKP1A,8913.414108603694
6766,ETS1,CLTC,8913.372881728827
7757,ETS1,SMARCA2,8913.212554993232
58693,SAP30,CLIC1,8902.556821361568
59729,SAP30,TAGLN2,8902.426842902607
59264,SAP30,MYO6,8902.367149091824
58567,SAP30,ASXL1,8902.310343691242
59796,SAP30,TPX2,8902.24776147026
58961,SAP30,GORASP2,8902.197695693476
59125,SAP30,LASP1,8902.15340673709
58841,SAP30,ETV5,8902.143778703094
58655,SAP30,CDCA2,8902.09275012291
59818,SAP30,TUBB2B,8902.045572756322
58951,SAP30,GNB2,8902.031130705327
59202,SAP30,MDN1,8902.004172210136
59184,SAP30,MAPRE2,8901.978176518343
58849,SAP30,EZR,8901.914631493963
59524,SAP30,RPL5,8901.7971694792
58781,SAP30,DNAJB11,8901.745178095614
58967,SAP30,GPX4,8901.730736044621
59063,SAP30,ISY1,8901.722070814023
58788,SAP30,DPY30,8901.708591566427
59534,SAP30,RRM2,8901.687409891634
58879,SAP30,FKBP1A,8901.625790474052
58682,SAP30,CIAPIN1,8901.623864867252
37339,ZFP42,PRDX1,8901.577498630371
58495,SAP30,AHCYL2,8901.488109587895
59042,SAP30,IER2,8901.316730582746
37013,ZFP42,HIST1H2BL,8901.27983453893
59204,SAP30,MEPCE,8901.257036771965
11066,GATA4,HSPA5,8898.216857806794
11063,GATA4,HSP90AA1,8898.064367635454
30847,SREBF1,TCEAL9,8893.084607446212
30673,SREBF1,S100A11,8892.917482946112
30106,SREBF1,GLMP,8892.842276921068
61058,MYBL2,CISD3,8889.310234045632
61714,MYBL2,RNF157,8889.236754918053
61576,MYBL2,OSTC,8889.174529350556
60956,MYBL2,ARL8A,8889.06530362037
61502,MYBL2,MSANTD3,8889.043458474333
61721,MYBL2,RPL22L1,8888.995134363404
61591,MYBL2,PCSK6,8888.967331450265
61267,MYBL2,GMPPA,8888.898486141543
60907,MYBL2,ADAM15,8888.88061284024
62035,MYBL2,ZMYM1,8888.836260574044
61563,MYBL2,NT5C,8888.825668988087
61222,MYBL2,FLRT3,8888.747556041651
61623,MYBL2,PITHD1,8888.74424617104
61789,MYBL2,SLC17A9,8888.60192173474
61062,MYBL2,CLCN5,8888.593978045272
61777,MYBL2,SH3PXD2B,8888.44304794538
24394,RUNX1,HIST1H4K,8880.52167958992
24006,RUNX1,CDKN1A,8880.51200511537
24162,RUNX1,EED,8880.50605159257
62641,PML,MAP3K5,8872.974883761834
62600,PML,LDB1,8872.922167630211
62768,PML,ODC1,8872.919393096969
62186,PML,CCNB2,8872.872226031835
62591,PML,LAMP1,8872.81673536697
62148,PML,BCL2L11,8872.79176456778
62157,PML,BRIX1,8872.78714034571
62974,PML,SERBP1,8872.7094534149
62485,PML,HIST1H1D,8872.680783238055
63124,PML,TFG,8872.67985839364
63198,PML,UBE2C,8872.657662127696
62352,PML,ERP29,8872.642864617064
62358,PML,ETV4,8872.593847863101
62417,PML,GADD45G,8872.591998174272
62978,PML,SESN2,8872.586449107786
63201,PML,UBE2H,8872.576275819227
62205,PML,CDIPT,8872.53280813175
62576,PML,KLF6,8872.513386399049
62189,PML,CCND3,8872.489340444274
63062,PML,SPINT1,8872.481941688959
63215,PML,UPP1,8872.463444800671
62964,PML,SEC61A1,8872.461595111843
62491,PML,HIST1H2AK,8872.409803824637
62870,PML,PTP4A1,8872.357087693015
62754,PML,NRF1,8872.348764093285
62117,PML,ASF1B,8872.346914404457
62059,PML,AFF1,8872.309920627882
62476,PML,HEATR1,8872.274776540136
62165,PML,CACYBP,8872.238707607972
62421,PML,GART,8872.184141787524
62578,PML,KMT2C,8872.155471610677
62318,PML,DSTN,8872.14159894446
62731,PML,NDRG1,8872.084258590769
62531,PML,IFRD2,8872.048189658608
62857,PML,PRKAB1,8872.030617614733
63050,PML,SNX5,8872.002872282303
62566,PML,KDM5B,8871.932584106808
40920,REST,ASPH,8865.26427542475
41723,REST,PDIA5,8865.236045503403
41264,REST,FSCN1,8865.174880673823
41168,REST,EHD1,8865.147591749856
42218,REST,USP10,8865.14006377083
41685,REST,NUF2,8865.134417786561
42249,REST,XBP1,8865.090190909788
41201,REST,ETS1,8865.035613061853
41207,REST,EXO1,8864.974448232273
42189,REST,TUBB6,8864.949982300439
41774,REST,PML,8864.917988389581
41938,REST,SEPT9,8864.916106394825
41169,REST,EHMT2,8864.838944609815
42196,REST,UBA2,8864.806009701579
41160,REST,ECH1,8864.8050687042
41844,REST,RANGAP1,8864.767428809075
42211,REST,UHRF2,8864.752372851024
41407,REST,IDI1,8864.722260934923
42224,REST,USP9X,8864.689326026684
41102,REST,CTPS,8864.675211066013
41272,REST,FZR1,8864.669565081744
41944,REST,SERPINH1,8864.628161197103
41019,REST,CDS2,8864.533120461909
42075,REST,STK38,8864.458781669033
41649,REST,NEDD4,8864.377855894509
41287,REST,GATA4,8864.375032902373
15810,MYC,ARHGAP28,8854.00128315105
16721,MYC,PDPN,8853.96110857011
17253,MYC,UBXN11,8853.83580213909
17337,MYC,ZSCAN10,8853.590928502892
16588,MYC,MT1,8853.52205779271
16075,MYC,DPPA2,8853.51536202922
17045,MYC,SNORA26,8853.418751727439
44615,EGR1,ASPH,8850.690693433495
45375,EGR1,PDIA5,8850.655938834598
44944,EGR1,FSCN1,8850.593004831187
44851,EGR1,EHD1,8850.568582680611
45843,EGR1,USP10,8850.561068172741
45340,EGR1,NUF2,8850.553553664871
44883,EGR1,ETS1,8850.454925749082
44888,EGR1,EXO1,8850.398566940059
45813,EGR1,TUBB6,8850.373205475998
45421,EGR1,PML,8850.339390190586
45583,EGR1,SEPT9,8850.33563293665
44852,EGR1,EHMT2,8850.259548544469
44842,EGR1,ECH1,8850.235126393893
45820,EGR1,UBA2,8850.224793945572
45486,EGR1,RANGAP1,8850.190039346675
45836,EGR1,UHRF2,8850.170313763516
45077,EGR1,IDI1,8850.140255732036
45849,EGR1,USP9X,8850.109258387074
44951,EGR1,FZR1,8850.097047311785
44788,EGR1,CTPS,8850.097047311785
45588,EGR1,SERPINH1,8850.051960264569
44708,EGR1,CDS2,8849.952393035293
44965,EGR1,GATA4,8849.798345623965
45306,EGR1,NEDD4,8849.797406310481
47095,NCOR1,CSNK1E,8843.921739608515
47793,NCOR1,RBPMS2,8843.865227137376
48018,NCOR1,TCN2,8843.710460028917
47040,NCOR1,CHD6,8843.70275378285
47973,NCOR1,SRGAP2,8843.524225749026
47219,NCOR1,FBXO2,8843.433677357769
48062,NCOR1,TNS3,8843.425971111707
48007,NCOR1,TANGO2,8843.418907052814
47043,NCOR1,CHIC2,8843.278268062139
47399,NCOR1,IMPAD1,8843.26927744173
48048,NCOR1,TMEM263,8843.086896284874
48077,NCOR1,TRIM6,8842.966807283703
47263,NCOR1,GABBR1,8842.918643245801
47408,NCOR1,IQSEC1,8842.860204213146
46861,NCOR1,4932438A13RIK,8842.822957357168
48036,NCOR1,TIMP2,8842.78571050119
47489,NCOR1,LRPAP1,8842.761949575824
47497,NCOR1,LTBP4,8842.70415273034
25671,SIN3A,CSNK1E,8836.208307851512
26512,SIN3A,RBPMS2,8836.1524890766
26793,SIN3A,TCN2,8835.99914784437
25606,SIN3A,CHD6,8835.99273189323
26300,SIN3A,NISCH,8835.882377533633
26737,SIN3A,SRGAP2,8835.818218022241
26014,SIN3A,HTRA1,8835.807952500418
26788,SIN3A,TCF15,8835.772023174037
25406,SIN3A,AGPAT4,8835.755341701077
25824,SIN3A,FBXO2,8835.723261945379
26848,SIN3A,TNS3,8835.714279613783
26777,SIN3A,TANGO2,8835.708505257759
25609,SIN3A,CHIC2,8835.566712737578
26161,SIN3A,MACF1,8835.56029678644
26035,SIN3A,IMPAD1,8835.556447215757
26533,SIN3A,RHPN1,8835.45443359264
26215,SIN3A,MOB3B,8835.412729910237
